"","bill_number","bill_link","bill_name","current_status","first_house_progress","second_house_progress","after_passage_progress","description","sponsors","requester","bill_history","democrat_sponsor_count","republican_sponsor_count","total_days_spent","season_years_active","party","general_status","chapter","year"
"2072",5932,"https://app.leg.wa.gov/billsummary?BillNumber=5932&Year=2021&Initiative=false","SB 5932","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Reducing the state sales and use tax rate.","Das, Braun, Dozier, Fortunato, Gildon, Holy, Kuderer, Rivers, Wagoner, Warnick, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 21 End Jan 21.",3,10,0,"2022","bipartisan","in committee",NA,NA
"2073",5933,"https://app.leg.wa.gov/billsummary?BillNumber=5933&Year=2021&Initiative=false","Substitute - SSB 5933","C 113 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Establishing a school seismic safety grant program.","Frockt, Schoesler, Conway, Honeyford, Keiser, Lovelett, Mullet, Pedersen, Rolfes, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Jan 24 End Feb 9. IN THE HOUSE: Start Feb 12 End Mar 3. IN THE SENATE: Start Mar 8 End Mar 8. IN THE HOUSE: Start Mar 8 End Mar 8. OTHER THAN LEGISLATIVE ACTION: Start Mar 9 End Mar 23.",8,4,58,"2022","bipartisan","passed",113,22
"2074",5934,"https://app.leg.wa.gov/billsummary?BillNumber=5934&Year=2021&Initiative=false","SB 5934","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring the joint transportation committee to conduct a study of a third bridge over the Columbia river between southwest Washington and Oregon.","Linda Wilson, Rivers, Braun","No Requester","2022 REGULAR SESSION: Start Jan 24 End Jan 24.",1,4,0,"2022","bipartisan","in committee",NA,NA
"2075",5935,"https://app.leg.wa.gov/billsummary?BillNumber=5935&Year=2021&Initiative=false","SB 5935","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing a property tax exemption for adult family homes serving people with intellectual or developmental disabilities and owned by a nonprofit.","Mullet, Holy, Lovick, Nguyen, Robinson","No Requester","2022 REGULAR SESSION: Start Jan 24 End Jan 24.",4,1,0,"2022","bipartisan","in committee",NA,NA
"2076",5936,"https://app.leg.wa.gov/billsummary?BillNumber=5936&Year=2021&Initiative=false","SB 5936","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing short-term disaster recovery financial assistance to agricultural producers.","Sefzik, Lovelett, Dozier, Holy, Schoesler","No Requester","2022 REGULAR SESSION: Start Jan 24 End Feb 3.",1,4,10,"2022","bipartisan","in committee",NA,NA
"2077",5937,"https://app.leg.wa.gov/billsummary?BillNumber=5937&Year=2021&Initiative=false","SB 5937","SState Govt & E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing financial assistance to aid impacted communities in the recovery from floods occurring November 2021 through January 2022.","Sefzik, Muzzall, Schoesler","No Requester","2022 REGULAR SESSION: Start Jan 24 End Jan 24.",0,3,0,"2022","republican","in committee",NA,NA
"2078",5938,"https://app.leg.wa.gov/billsummary?BillNumber=5938&Year=2021&Initiative=false","SB 5938","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the closure of residential habilitation centers.","Braun, Robinson","No Requester","2022 REGULAR SESSION: Start Jan 24 End Jan 24.",1,1,0,"2022","bipartisan","in committee",NA,NA
"2079",5939,"https://app.leg.wa.gov/billsummary?BillNumber=5939&Year=2021&Initiative=false","SB 5939","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Replacing the long-term services and supports trust program with affordable and optional long-term care insurance coverage.","Muzzall, Braun, Brown, Dozier, Fortunato, Gildon, Hawkins, Holy, Honeyford, Rivers, Short, Wagoner, Warnick, Jeff Wilson, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 25 End Jan 25.",1,15,0,"2022","bipartisan","in committee",NA,NA
"2080",5940,"https://app.leg.wa.gov/billsummary?BillNumber=5940&Year=2021&Initiative=false","SB 5940","C 64 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Creating a liquor license endorsement.","King","No Requester","2022 REGULAR SESSION: Start Jan 25 End Feb 9. IN THE HOUSE: Start Feb 11 End Mar 2. IN THE SENATE: Start Mar 3 End Mar 3. IN THE HOUSE: Start Mar 3 End Mar 3. OTHER THAN LEGISLATIVE ACTION: Start Mar 7 End Mar 11.",0,1,45,"2022","republican","passed",64,22
"2081",5941,"https://app.leg.wa.gov/billsummary?BillNumber=5941&Year=2021&Initiative=false","SB 5941","SLaw & Justice","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing the Washington kratom consumer protection act.","Honeyford","No Requester","2022 REGULAR SESSION: Start Jan 25 End Jan 25.",0,1,0,"2022","republican","in committee",NA,NA
"2082",5942,"https://app.leg.wa.gov/billsummary?BillNumber=5942&Year=2021&Initiative=false","Engrossed Substitute - ESSB 5942","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Enacting the uniform college athlete name, image, or likeness act.","Frockt, Pedersen, Hunt","Uniform Law Commission","2022 REGULAR SESSION: Start Jan 25 End Feb 10. IN THE HOUSE: Start Feb 12 End Mar 10.",3,0,44,"2022","democrat","rules committee",NA,NA
"2083",5943,"https://app.leg.wa.gov/billsummary?BillNumber=5943&Year=2021&Initiative=false","SB 5943","SState Govt & E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing balanced legislative oversight of gubernatorial powers during a declared emergency.","Linda Wilson, Mullet, Braun, Dozier, Fortunato, Gildon, Holy, King, Padden, Rivers, Short, Wagoner, Warnick, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Jan 25 End Jan 25.",2,13,0,"2022","bipartisan","in committee",NA,NA
"2084",5944,"https://app.leg.wa.gov/billsummary?BillNumber=5944&Year=2021&Initiative=false","SB 5944","SLaw & Justice","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing an organized retail theft task force.","King, Short, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 25 End Jan 25.",1,4,0,"2022","bipartisan","in committee",NA,NA
"2085",5945,"https://app.leg.wa.gov/billsummary?BillNumber=5945&Year=2021&Initiative=false","SB 5945","SLaw & Justice","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Amending the criminal penalty and statute of limitations for human trafficking.","Sefzik, Brown, Hasegawa, Wagoner, Jeff Wilson, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 25 End Jan 25.",2,5,0,"2022","bipartisan","in committee",NA,NA
"2086",5946,"https://app.leg.wa.gov/billsummary?BillNumber=5946&Year=2021&Initiative=false","Substitute - SSB 5946","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Protecting consumers from the discontinuance of the London interbank offered rate.","Mullet, Nguyen","No Requester","2022 REGULAR SESSION: Start Jan 26 End Feb 11. IN THE HOUSE: Start Feb 13 End Mar 10.",2,0,43,"2022","democrat","rules committee",NA,NA
"2087",5947,"https://app.leg.wa.gov/billsummary?BillNumber=5947&Year=2021&Initiative=false","Substitute - SSB 5947","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning property exempt from execution.","Stanford, Das, Dhingra, Keiser, Kuderer, Liias, Lovelett, Salda�a, Trudeau, Wellman, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 26 End Feb 17.",10,2,22,"2022","bipartisan","x-file",NA,NA
"2088",5948,"https://app.leg.wa.gov/billsummary?BillNumber=5948&Year=2021&Initiative=false","SB 5948","SState Govt & E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning records retained pursuant to the statewide city and council jail booking and reporting system and statewide automated victim information and notification system.","Brown, Braun, Rivers, Warnick, Wellman, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 26 End Jan 26.",2,6,0,"2022","bipartisan","in committee",NA,NA
"2089",5949,"https://app.leg.wa.gov/billsummary?BillNumber=5949&Year=2021&Initiative=false","SB 5949","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning currently credentialed dental auxiliaries.","Van De Wege, King","No Requester","2022 REGULAR SESSION: Start Jan 26 End Jan 26.",1,1,0,"2022","bipartisan","in committee",NA,NA
"2090",5950,"https://app.leg.wa.gov/billsummary?BillNumber=5950&Year=2021&Initiative=false","SB 5950","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Forgiving the first two payments due under the sales and use tax deferral for historic auto museums in response to operational delays caused by the COVID-19 pandemic.","Conway, Gildon, Trudeau","No Requester","2022 REGULAR SESSION: Start Jan 26 End Jan 26.",2,1,0,"2022","bipartisan","in committee",NA,NA
"2091",5951,"https://app.leg.wa.gov/billsummary?BillNumber=5951&Year=2021&Initiative=false","Substitute - SSB 5951","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning agricultural hemp products to ensure the safe implementation of Washington state's industrial hemp program.","Hasegawa, Van De Wege","No Requester","2022 REGULAR SESSION: Start Jan 26 End Feb 17.",2,0,22,"2022","democrat","x-file",NA,NA
"2092",5952,"https://app.leg.wa.gov/billsummary?BillNumber=5952&Year=2021&Initiative=false","SB 5952","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Creating pathways to recovery from addiction by eliminating an obsolete tax preference for the warehousing of opioids and other drugs.","Carlyle, Hasegawa, Salda�a, Claire Wilson","No Requester","2022 REGULAR SESSION: Start Jan 27 End Jan 27.",3,2,0,"2022","bipartisan","in committee",NA,NA
"2093",5953,"https://app.leg.wa.gov/billsummary?BillNumber=5953&Year=2021&Initiative=false","SB 5953","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the auction of abandoned vehicles and payment of sales tax.","Fortunato, Wagoner","No Requester","2022 REGULAR SESSION: Start Jan 27 End Jan 27.",0,2,0,"2022","republican","in committee",NA,NA
"2094",5954,"https://app.leg.wa.gov/billsummary?BillNumber=5954&Year=2021&Initiative=false","SB 5954","SHousing & Loca","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Reducing the impacts and incidences of chronic and unsheltered homelessness.","Gildon, Braun, Dozier, Fortunato, Honeyford, King, Muzzall, Schoesler, Wagoner, Warnick, Jeff Wilson, Linda Wilson","No Requester","2022 REGULAR SESSION: Start Jan 27 End Feb 3.",1,12,7,"2022","bipartisan","in committee",NA,NA
"2095",5955,"https://app.leg.wa.gov/billsummary?BillNumber=5955&Year=2021&Initiative=false","SB 5955","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning railroad grade crossings.","Stanford, Fortunato, Holy, Pedersen, Trudeau, Van De Wege","No Requester","2022 REGULAR SESSION: Start Jan 27 End Jan 27.",4,2,0,"2022","bipartisan","in committee",NA,NA
"2096",5956,"https://app.leg.wa.gov/billsummary?BillNumber=5956&Year=2021&Initiative=false","SB 5956","SBusiness, Fina","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning insurance data security.","Stanford, Nguyen","Insurance Commissioner","2022 REGULAR SESSION: Start Jan 27 End Jan 27.",2,0,0,"2022","democrat","in committee",NA,NA
"2097",5957,"https://app.leg.wa.gov/billsummary?BillNumber=5957&Year=2021&Initiative=false","SB 5957","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Reducing the business and occupation tax rate on manufacturing activities.","Mullet, Linda Wilson, Lovick, Short","No Requester","2022 REGULAR SESSION: Start Jan 28 End Jan 28.",3,3,0,"2022","bipartisan","in committee",NA,NA
"2098",5958,"https://app.leg.wa.gov/billsummary?BillNumber=5958&Year=2021&Initiative=false","SB 5958","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing capital budget matching grants to independent higher education institutions.","Honeyford","No Requester","2022 REGULAR SESSION: Start Jan 28 End Jan 28.",0,1,0,"2022","republican","in committee",NA,NA
"2099",5959,"https://app.leg.wa.gov/billsummary?BillNumber=5959&Year=2021&Initiative=false","SB 5959","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the financial stability and solvency of the family and medical leave insurance account.","Linda Wilson, Braun, Dozier, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Jan 28 End Feb 4.",1,4,7,"2022","bipartisan","in committee",NA,NA
"2100",5960,"https://app.leg.wa.gov/billsummary?BillNumber=5960&Year=2021&Initiative=false","SB 5960","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Increasing the personal property tax exemption.","Hunt, Honeyford, Keiser, Kuderer, Lovick, Nguyen, Sheldon","No Requester","2022 REGULAR SESSION: Start Jan 28 End Jan 28.",6,1,0,"2022","bipartisan","in committee",NA,NA
"2101",5961,"https://app.leg.wa.gov/billsummary?BillNumber=5961&Year=2021&Initiative=false","Substitute - SSB 5961","C 293 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Incentivizing the use of biochar in government contracts.","Sefzik, Warnick, Honeyford, Rolfes, Short, Van De Wege","No Requester","2022 REGULAR SESSION: Start Jan 28 End Feb 10. IN THE HOUSE: Start Feb 12 End Mar 2. IN THE SENATE: Start Mar 7 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 31.",2,4,62,"2022","bipartisan","passed",293,22
"2102",5962,"https://app.leg.wa.gov/billsummary?BillNumber=5962&Year=2021&Initiative=false","SB 5962","SAg/Water/Natur","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Setting and achieving a 30 by 30 conservation goal.","Das, Rolfes, Lovelett, Nguyen, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 31 End Jan 31.",4,0,0,"2022","democrat","in committee",NA,NA
"2103",5963,"https://app.leg.wa.gov/billsummary?BillNumber=5963&Year=2021&Initiative=false","SB 5963","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the working families' tax exemption, also known as the working families tax credit.","Nguyen, Robinson, Stanford, Claire Wilson","Department of Revenue","2022 REGULAR SESSION: Start Jan 31 End Jan 31.",4,2,0,"2022","bipartisan","in committee",NA,NA
"2104",5964,"https://app.leg.wa.gov/billsummary?BillNumber=5964&Year=2021&Initiative=false","Substitute - SSB 5964","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning consolidated local permit review processes.","Mullet, Kuderer, Gildon, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 31 End Feb 15. IN THE HOUSE: Start Feb 17 End Mar 10.",2,1,38,"2022","bipartisan","rules committee",NA,NA
"2105",5965,"https://app.leg.wa.gov/billsummary?BillNumber=5965&Year=2021&Initiative=false","SB 5965","SHealth & Long","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Repealing the long-term services and supports trust program authorized in chapter 50B.04 RCW, including the repeal of taxes to be paid by employees through payroll deductions.","Braun, Dozier, Hawkins, Holy, Muzzall, Rivers, Schoesler, Short, Wagoner, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Jan 31 End Jan 31.",1,11,0,"2022","bipartisan","in committee",NA,NA
"2106",5966,"https://app.leg.wa.gov/billsummary?BillNumber=5966&Year=2021&Initiative=false","SB 5966","SAg/Water/Natur","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning cost and water right data provided by the department of ecology prior to a water rights adjudication.","Sefzik, Braun, Dozier, Honeyford, Padden, Schoesler, Short, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Jan 31 End Jan 31.",1,9,0,"2022","bipartisan","in committee",NA,NA
"2107",5967,"https://app.leg.wa.gov/billsummary?BillNumber=5967&Year=2021&Initiative=false","SB 5967","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Imposing a state climate resiliency and mitigation surcharge on large financial institutions financing the global fossil fuel industry while recognizing the financial institution industry's efforts to address climate change.","Carlyle, Rolfes, Lovelett, Nguyen, Robinson, Salda�a","No Requester","2022 REGULAR SESSION: Start Jan 31 End Mar 7.",5,0,35,"2022","democrat","in committee",NA,NA
"2108",5968,"https://app.leg.wa.gov/billsummary?BillNumber=5968&Year=2021&Initiative=false","SB 5968","SAg/Water/Natur","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Requiring the department of fish and wildlife to track the effect of certain specified activities on salmon populations.","Fortunato","No Requester","2022 REGULAR SESSION: Start Feb 1 End Feb 1.",0,1,0,"2022","republican","in committee",NA,NA
"2109",5969,"https://app.leg.wa.gov/billsummary?BillNumber=5969&Year=2021&Initiative=false","SB 5969","SBusiness, Fina","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Delaying the office of the insurance commissioner from conducting rule making on the use of credit scores in setting insurance premiums.","Mullet, Wagoner","No Requester","2022 REGULAR SESSION: Start Feb 1 End Feb 1.",1,1,0,"2022","bipartisan","in committee",NA,NA
"2110",5970,"https://app.leg.wa.gov/billsummary?BillNumber=5970&Year=2021&Initiative=false","SB 5970","STransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Limiting state and local taxes, fees, and other charges relating to vehicles.","Wagoner, Fortunato, Jeff Wilson","No Requester","2022 REGULAR SESSION: Start Feb 2 End Feb 2.",1,4,0,"2022","bipartisan","in committee",NA,NA
